"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
0,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,4,1.699,8,-1.7624,0,-2.9496,1,"Asian","With family (commuting)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,25,2,3,4,4,4,4,3,4,4,4,3,3,4,4,3,3,4,2,2,2,2,3,2,6,6,6,6,6,1424,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.808660393695491
0,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,13,3.2376,0,-2.9496,0,"White","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,27,2.2,3.2,4,3,3,3,3,2,2,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,1425,1,3,1,11,"White Rural First-Gen","non_FASt_1_11",0.645708300109599
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,13,3.2376,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,24,1.9,2.9,2,2,2,3,3,3,2,2,3,3,3,3,2,3,2,5,5,5,5,5,6,4,4,4,4,4,1426,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.623768958618863
0,6,-0.527,7,7,0.9552,0,0,-0.2468,1,0.6564,5,0.512,2,-0.301,18,8.2376,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,-6,-1.1,-0.1,4,4,4,4,4,4,4,3,1,2,2,2,2,4,4,3,4,4,4,4,4,6,6,7,7,6,1427,1,2,1,6,"White Residential Traditional","non_FASt_1_11",0.766026941016916
0,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,8,5.0504,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,14,1,0.2,0.11544,0.11544,17,1.2,2.2,1,2,2,4,3,3,3,4,2,2,2,2,2,3,3,6,6,NA,6,6,6,4,4,4,4,4,1428,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus",2.04766314208565
1,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,7,2.512,3,0.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,-1,-0.6,0.4,2,2,2,3,4,3,2,3,2,2,2,2,2,2,2,4,5,4,4,5,3,6,6,7,6,7,1429,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.945297579842412
0,5,-1.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,6,0.1,1.1,2,2,3,3,2,3,3,3,2,3,3,3,2,2,3,5,NA,5,5,NA,5,6,7,7,7,7,1430,1,1,0,5,"Black Campus Connector","non_FASt_1_11",0.598874772798811
1,5,-1.527,6,5,-1.0448,1,1,0.7532,0,-0.3436,2,-2.488,1,-1.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,4,-0.1,0.9,3,3,4,3,4,3,3,3,2,3,3,3,2,2,2,4,5,4,4,4,3,5,5,4,4,4,1431,0,1,0,1,"Latina Commuter Caretaker","non_DE",0.608056526065676
0,7,0.473,6,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,13,3.2376,8,5.0504,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,0,0,-1.2,-1.28456,0,-2,-0.7,0.3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,6,5,6,6,7,1432,0,1,0,1,"Latina Commuter Caretaker","non_DE",0.656911654917428
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,0,-9.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,16,1.1,2.1,4,4,4,2,2,2,2,3,3,3,3,3,2,2,2,4,4,5,4,4,4,5,5,5,5,5,1433,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.512305479845704
0,5,-1.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,29,1,1.7,1.61544,1.61544,18,1.3,2.3,2,2,2,3,2,2,1,3,3,3,3,3,3,2,1,5,5,5,4,4,5,2,2,2,2,1,1434,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.98154832307605
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,4,1.699,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,4,-0.1,0.9,3,3,3,3,4,4,4,4,3,3,4,3,4,2,2,NA,4,4,4,3,4,6,6,6,6,6,1435,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.671710295938406
1,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-7,-1.2,-0.2,4,4,4,3,3,3,3,2,4,4,3,4,4,4,3,4,4,4,4,4,4,6,5,5,5,NA,1436,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.53138041623409
1,6,-0.527,7,5,-1.0448,0,1,0.7532,1,0.6564,3,-1.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,9,0.4,1.4,2,2,3,3,2,3,2,2,3,2,3,4,4,3,3,4,4,5,4,4,4,4,5,5,4,4,1437,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.755316867895107
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,33,2.8,3.8,3,3,3,2,2,3,2,3,3,4,3,3,4,3,2,4,4,4,4,4,4,7,6,6,6,7,1438,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.563870574787252
1,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,0,-9.7624,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,11,0.6,1.6,4,3,3,3,2,3,3,3,1,2,1,1,1,3,3,3,3,4,4,3,3,NA,6,6,6,7,1439,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.623903878905257
1,8,1.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,18,8.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,-9,-1.4,-0.4,2,2,3,3,4,4,3,3,3,2,3,3,4,3,3,NA,4,4,4,3,4,4,4,3,NA,4,1440,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.725546508142038
1,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,18,1.3,2.3,2,2,2,3,3,4,3,2,2,3,3,2,2,4,4,4,4,3,NA,4,4,5,5,5,5,4,1441,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.588011919819057
1,5,-1.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,18,8.2376,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,15,1,2,2,3,3,2,2,3,3,2,3,4,4,4,4,3,3,4,4,4,4,4,3,5,5,5,5,4,1442,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.676487658376315
0,8,1.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,12,0.7,1.7,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,6,6,6,6,6,5,6,6,5,5,6,1443,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.801837862966736
0,8,1.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,18,1.3,2.3,2,1,2,3,3,3,3,3,3,2,1,2,2,3,3,4,5,5,5,5,5,4,4,4,4,5,1444,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.604149517724057
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7518,10,0,-0.2,-0.28456,0,5,0,1,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,4,4,4,4,4,4,5,5,5,5,6,1445,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.62828883654042
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,7,2.512,1,-1.301,3,-6.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,34,2.9,3.9,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,5,5,5,5,5,5,1446,1,1,0,13,"White Working-Class Striver","non_FASt_1_11",0.608038707955806
0,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,27,2.2,3.2,3,3,4,3,2,2,2,2,3,3,4,3,3,2,2,3,3,3,4,NA,4,5,5,5,5,NA,1447,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.550854706253533
0,7,0.473,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.488,1,-1.301,18,8.2376,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,18,1.3,2.3,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,4,4,5,5,NA,5,4,4,4,4,3,1448,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.806994279791348
1,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,3,-6.7624,0,-2.9496,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2482,34,1,2.2,2.11544,2.11544,-14,-1.9,-0.9,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,4,4,4,6,6,6,6,6,1449,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.97829768102527
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,7,2.512,3,0.699,0,-9.7624,3,0.0503999999999998,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,3,0,-0.9,-0.98456,0,21,1.6,2.6,2,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,1450,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.61757661615365
0,7,0.473,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,35,25.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,15,1,0.3,0.21544,0.21544,23,1.8,2.8,3,3,3,3,2,2,3,3,3,3,3,2,3,2,2,4,3,4,4,NA,4,5,5,4,4,4,1451,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.84792819160565
1,6,-0.527,7,7,0.9552,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,8,-1.7624,8,5.0504,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,21,1.6,2.6,4,3,4,2,3,2,3,3,4,3,4,4,4,4,4,2,3,3,3,2,3,6,7,7,7,7,1452,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.682236816052914
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,1,0,-1.1,-1.18456,0,31,2.6,3.6,4,4,4,4,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,3,3,6,6,6,6,6,1453,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.720904785523999
1,7,0.473,7,5,-1.0448,0,1,0.7532,1,0.6564,4,-0.488,3,0.699,23,13.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,60,1,4.8,4.71544,4.71544,-5,-1,0,1,2,1,3,3,3,4,3,2,1,2,2,2,3,2,4,5,5,5,5,5,6,6,6,5,6,1454,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.66787985280836
1,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,4,1.699,28,18.2376,8,5.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,8,0.3,1.3,4,4,4,3,3,2,3,2,2,2,3,2,2,3,3,4,4,4,5,4,NA,4,5,NA,4,5,1455,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.581765565284525
1,7,0.473,7,7,0.9552,1,0,-0.2468,1,0.6564,6,1.512,3,0.699,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,28,2.3,3.3,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,4,4,4,4,4,4,5,4,4,5,5,1456,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.785997575743804
1,8,1.473,6,7,0.9552,0,1,0.7532,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,8,5.0504,0,"White","On-campus (residence hall)","Male",0,-0.2482,2,0,-1,-1.08456,0,23,1.8,2.8,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,2,2,2,2,2,2,5,6,6,5,6,1457,1,2,1,6,"White Residential Traditional","non_FASt_1_11",0.79556506558569
0,5,-1.527,4,8,1.9552,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,23,13.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,2,0,-1,-1.08456,0,28,2.3,3.3,4,4,3,3,2,3,2,2,3,3,3,3,3,4,3,3,3,3,3,4,4,6,7,7,7,7,1458,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.739666274722744
1,7,0.473,7,7,0.9552,0,1,0.7532,1,0.6564,4,-0.488,3,0.699,13,3.2376,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,27,2.2,3.2,2,2,1,3,2,3,3,2,2,2,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5,6,1459,1,3,1,5,"Black Campus Connector","non_FASt_1_11",0.93696278438329
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,3,-6.7624,28,25.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,13,0.8,1.8,2,2,2,3,3,3,3,3,4,4,4,3,3,2,3,4,3,4,4,5,3,3,3,NA,4,3,1460,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.581779911115041
1,7,0.473,7,5,-1.0448,0,1,0.7532,1,0.6564,4,-0.488,1,-1.301,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",1,0.7518,25,1,1.3,1.21544,1.21544,12,0.7,1.7,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,5,5,5,5,5,6,5,5,5,5,5,1461,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.7305670700333
0,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.488,4,1.699,8,-1.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Male",1,0.7518,33,1,2.1,2.01544,2.01544,28,2.3,3.3,2,1,1,2,2,3,2,2,3,2,3,3,3,2,2,5,NA,NA,5,5,6,4,4,4,4,4,1462,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus",1.80141802540871
1,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,3,-1.488,3,0.699,18,8.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,62,1,5,4.91544,4.91544,-4,-0.9,0.1,2,2,3,3,3,2,3,3,2,2,2,2,2,3,3,5,NA,4,3,4,4,4,4,5,5,5,1463,2,7,1,7,"White Off-Campus Working","FASt_12plus",1.83259951298623
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,2,-0.301,23,13.2376,35,32.0504,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,6,0,-0.6,-0.68456,0,15,1,2,2,2,3,3,3,2,3,3,3,3,2,3,2,2,3,6,6,6,6,6,5,6,5,5,6,6,1464,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.491979915768264
0,8,1.473,7,7,0.9552,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,1,-0.4,0.6,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,5,NA,6,6,6,1465,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.802127347432407
0,6,-0.527,6,7,0.9552,1,1,0.7532,0,-0.3436,5,0.512,3,0.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,24,1,1.2,1.11544,1.11544,-10,-1.5,-0.5,2,2,3,3,3,3,3,3,4,3,4,3,4,3,3,2,4,4,4,3,3,5,5,5,6,5,1466,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",1.84398091421195
1,8,1.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,4,-0.488,1,-1.301,13,3.2376,0,-2.9496,1,"White","With family (commuting)","Female",1,0.7518,48,1,3.6,3.51544,3.51544,8,0.3,1.3,4,4,4,2,2,3,2,2,3,3,3,3,4,4,4,2,2,2,2,2,3,6,6,5,6,6,1467,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.7757978863647
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,17,1.2,2.2,2,3,2,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,5,4,4,5,5,1468,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.550575559328686
0,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"White","Off-campus (rent/apartment)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,16,1.1,2.1,4,3,4,3,3,2,3,3,3,4,3,3,2,3,3,3,4,NA,4,4,5,4,5,4,5,5,1469,1,1,0,7,"White Off-Campus Working","non_FASt_1_11",0.724818072748564
1,5,-1.527,5,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,7,2.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,18,1,0.6,0.51544,0.51544,8,0.3,1.3,2,2,2,3,4,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,3,4,3,NA,3,3,1470,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",2.03408739727975
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Asian","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,-10,-1.5,-0.5,2,2,2,4,4,3,4,3,3,3,2,3,3,3,3,5,5,5,5,5,5,4,4,4,5,5,1471,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.652331797698273
1,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,1,"Asian","With family (commuting)","Female",1,0.7518,26,1,1.4,1.31544,1.31544,6,0.1,1.1,3,3,3,2,3,3,3,2,4,3,3,3,4,2,3,5,4,5,5,4,5,4,4,5,4,4,1472,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.82612207220295
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,4,1.699,13,3.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,33,2.8,3.8,3,2,2,3,3,4,3,3,2,3,2,3,3,4,4,3,2,2,3,2,2,5,5,5,4,4,1473,1,3,1,7,"White Off-Campus Working","non_FASt_1_11",0.700603896417882
0,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,3,0,-0.9,-0.98456,0,-15,-2,-1,4,4,4,3,3,3,3,3,3,3,4,3,3,2,2,4,4,4,3,3,4,NA,4,4,4,4,1474,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.662637285845325
1,7,0.473,6,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,6,1.512,2,-0.301,13,3.2376,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Female",1,0.7518,0,0,-1.2,-1.28456,0,34,2.9,3.9,2,2,1,3,4,3,3,3,2,2,3,2,2,3,3,NA,NA,6,6,6,5,4,4,4,4,4,1475,0,2,1,4,"Asian First-Gen Navigator","non_DE",0.797259328762158
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,0,-2.9496,1,"Asian","With family (commuting)","Female",1,0.7518,11,0,-0.1,-0.18456,0,-6,-1.1,-0.1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,6,6,5,5,6,6,5,5,5,5,5,1476,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.792010057112219
1,6,-0.527,6,8,1.9552,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,7,0,-0.5,-0.58456,0,26,2.1,3.1,2,2,2,3,3,3,4,3,3,2,2,2,3,3,3,NA,5,5,5,4,4,5,6,6,5,5,1477,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.626592489705656
0,6,-0.527,7,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,28,18.2376,23,20.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,5,0,1,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,4,5,4,4,5,4,5,4,4,NA,4,1478,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.682545387044729
1,6,-0.527,5,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,5,0,-0.7,-0.78456,0,-6,-1.1,-0.1,2,2,2,3,3,3,4,3,2,3,2,3,3,2,2,3,3,3,3,3,3,4,4,3,4,4,1479,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.578459652189583
1,8,1.473,7,8,1.9552,0,0,-0.2468,1,0.6564,3,-1.488,3,0.699,8,-1.7624,3,0.0503999999999998,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,19,1.4,2.4,3,3,3,2,3,3,3,3,1,2,1,2,1,2,2,4,5,4,5,5,5,7,6,6,5,7,1480,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.812545696794257
1,6,-0.527,6,6,-0.0448000000000004,0,1,0.7532,1,0.6564,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,6,0,-0.6,-0.68456,0,2,-0.3,0.7,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,3,3,6,5,6,6,5,1481,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.834386192553569
1,8,1.473,6,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,8,-1.7624,8,5.0504,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,25,2,3,3,2,3,2,2,2,2,2,3,4,3,3,3,3,3,5,5,5,5,5,NA,4,4,4,4,3,1482,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.651286482771955
0,5,-1.527,5,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,0,-9.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,2,0,-1,-1.08456,0,-11,-1.6,-0.6,2,3,2,3,4,3,3,4,3,3,4,3,3,3,3,4,4,3,4,4,4,6,6,6,6,7,1483,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.510957830913257
0,7,0.473,6,8,1.9552,0,1,0.7532,0,-0.3436,4,-0.488,2,-0.301,18,8.2376,3,0.0503999999999998,0,"White","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,-11,-1.6,-0.6,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,3,2,2,6,7,6,NA,7,1484,1,1,0,6,"White Residential Traditional","non_FASt_1_11",0.84736865642508
