"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,1,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"","With family (commuting)","Female",1,0.7598,34,1,2.2,1.65274,1.65274,31,2.6,3.6,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,4,4,3,3,4,5,6,6,6,5,7,3,2,4,3,984,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,7,0.959116925592805,1,1,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,20,1.5,2.5,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,4,4,4,4,4,3,4,5,4,NA,4,3,3,2,3,985,0,2,1,1,"Latina Commuter Caretaker","non_DE"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,20,1.5,2.5,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,4,3,4,4,4,4,4,4,4,2,3,3,2,986,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,19,1.4,2.4,3,3,2,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,2,3,6,7,7,7,7,3,2,2,3,987,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,6,5,-1.0408830744072,0,1,1,5,0.501733632469916,4,1.68265306122449,4,13,2.8078,3,8,5.4952,0,"Asian","With family (commuting)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,25,2,3,2,NA,2,2,2,2,2,2,3,2,2,2,3,3,3,6,6,6,6,NA,6,5,5,5,5,5,4,2,2,2,988,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,5,-1.52225398121682,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-2,-0.7,0.3,3,3,3,3,4,2,4,3,2,3,1,2,2,2,2,4,4,3,3,4,NA,5,5,6,6,6,3,4,2,3,989,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,5,-1.52225398121682,7,5,-1.0408830744072,0,NA,0,4,-0.498266367530084,2,-0.31734693877551,5,18,7.8078,2,3,0.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,21,1.6,2.6,2,2,2,3,3,3,2,2,4,4,4,4,4,3,3,3,3,3,3,3,2,6,6,6,6,6,2,2,3,2,990,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,1,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,0,"","With family (commuting)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,-4,-0.9,0.1,3,2,2,3,3,3,3,2,4,4,4,4,4,3,3,4,4,NA,5,5,5,7,7,7,7,7,2,1,3,2,991,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,2,-2.49826636753008,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,6,0.1,1.1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,3,4,NA,4,4,NA,4,6,6,6,6,6,2,1,1,1,992,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.477746018783177,6,6,-0.0408830744071951,0,1,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",1,0.7598,32,1,2,1.45274,1.45274,8,0.3,1.3,3,3,3,3,3,3,3,3,2,2,3,2,2,4,4,3,3,4,3,3,2,6,NA,5,5,NA,2,3,3,3,993,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,5,0.501733632469916,NA,NA,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,4,0,-0.8,-1.34726,0,20,1.5,2.5,4,4,4,3,3,2,3,3,2,1,2,2,2,3,3,3,4,NA,3,4,3,4,5,4,4,4,3,3,3,1,994,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,7,0.959116925592805,1,0,0,6,1.50173363246992,NA,NA,5,18,7.8078,2,3,0.4952,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,6,0,-0.6,-1.14726,0,2,-0.3,0.7,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,5,4,NA,4,4,4,4,4,4,4,5,3,2,2,1,995,1,3,1,7,"White Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,0,"White","On-campus (residence hall)","Female",1,0.7598,36,1,2.4,1.85274,1.85274,33,2.8,3.8,2,2,2,4,4,4,4,4,3,3,3,3,3,3,4,5,4,4,4,4,4,6,6,6,7,6,3,1,2,3,996,2,6,1,6,"White Residential Traditional","FASt_12plus"
1,5,-1.52225398121682,6,5,-1.0408830744072,1,1,0,7,2.50173363246992,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,25,2,3,3,3,3,4,3,4,3,4,2,3,3,3,2,3,3,5,5,5,5,5,5,7,6,7,7,7,3,1,2,2,997,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,0,0,-1.2,-1.74726,0,-7,-1.2,-0.2,3,2,NA,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,4,5,5,2,3,2,2,998,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,5,-1.52225398121682,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","","Male",0,-0.2402,6,0,-0.6,-1.14726,0,3,-0.2,0.8,3,3,3,4,4,4,4,3,3,3,3,2,3,2,3,3,3,3,4,3,4,4,4,4,NA,4,1,2,1,2,999,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,5,-1.52225398121682,6,5,-1.0408830744072,0,0,0,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,-13,-1.8,-0.8,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,3,4,4,3,2,6,7,7,6,7,1,3,2,3,1000,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,1,0,3,-1.49826636753008,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",0,-0.2402,21,1,0.9,0.352739999999996,0.352739999999996,-8,-1.3,-0.3,3,3,3,3,4,3,2,3,3,3,3,3,3,2,3,4,4,4,4,4,4,5,5,5,5,6,2,2,1,2,1001,2,5,1,6,"White Residential Traditional","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,2,-2.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,1,-0.4,0.6,2,2,2,3,3,3,3,3,2,2,3,2,3,3,3,4,4,4,4,3,4,4,4,4,5,4,3,2,1,1,1002,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
1,5,-1.52225398121682,5,8,1.9591169255928,0,0,0,3,-1.49826636753008,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,-10,-1.5,-0.5,3,2,3,2,3,2,2,3,3,3,3,3,3,1,2,5,5,5,5,5,5,4,5,5,5,5,4,1,2,3,1003,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,NA,NA,7,7,0.959116925592805,1,1,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,18,1.3,2.3,4,4,4,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,4,3,4,5,4,4,4,5,2,3,4,1,1004,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,7,0.959116925592805,1,0,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,-7,-1.2,-0.2,1,2,2,3,2,3,3,3,3,3,4,3,2,2,2,4,5,5,4,NA,5,7,6,6,6,6,2,2,2,3,1005,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
0,5,-1.52225398121682,7,5,-1.0408830744072,1,0,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,3,8,5.4952,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,64,1,5.2,4.65274,4.65274,12,0.7,1.7,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,3,4,3,3,3,3,6,7,6,7,6,2,2,1,2,1006,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.522253981216823,6,7,0.959116925592805,1,0,0,7,2.50173363246992,4,1.68265306122449,7,28,17.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,21,1.6,2.6,4,4,4,2,2,2,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,6,7,6,7,6,4,1,2,4,1007,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,5,-1.52225398121682,7,7,0.959116925592805,0,1,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-15,-2,-1,3,3,3,3,4,4,4,4,3,2,3,3,3,3,3,4,4,4,4,4,5,3,4,4,4,3,2,3,3,3,1008,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.477746018783177,7,7,0.959116925592805,1,0,0,7,2.50173363246992,3,0.68265306122449,4,13,2.8078,2,3,0.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,33,1,2.1,1.55274,1.55274,-9,-1.4,-0.4,1,2,1,3,3,3,3,2,4,4,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,2,2,2,1009,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,5,-1.52225398121682,6,6,-0.0408830744071951,0,0,1,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,-7,-1.2,-0.2,1,1,2,3,2,3,3,2,2,2,1,2,2,2,3,3,4,3,3,3,3,4,5,4,4,4,2,2,2,1,1010,2,4,1,2,"Latino Off-Campus Working","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,41,1,2.9,2.35274,2.35274,33,2.8,3.8,NA,3,3,3,3,3,3,3,1,2,2,2,2,2,2,5,5,5,5,5,6,5,4,4,NA,NA,3,3,2,3,1011,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,NA,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,2,0,-1,-1.54726,0,-2,-0.7,0.3,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,2,3,2,3,5,5,6,5,6,2,2,3,3,1012,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,2,0,-1,-1.54726,0,-11,-1.6,-0.6,3,3,2,3,3,3,4,3,4,3,4,3,3,3,3,1,1,2,2,1,1,6,5,5,5,5,2,1,2,2,1013,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
0,8,1.47774601878318,7,7,0.959116925592805,0,0,1,6,1.50173363246992,3,0.68265306122449,6,23,12.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,-9,-1.4,-0.4,2,2,2,4,4,4,4,4,3,3,4,3,4,3,4,NA,3,4,3,3,4,4,5,5,5,6,3,2,2,3,1014,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.522253981216823,6,5,-1.0408830744072,0,0,1,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,5,18,15.4952,1,"","On-campus (residence hall)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,20,1.5,2.5,3,3,3,3,3,3,2,2,3,2,3,3,2,4,4,1,1,1,1,1,1,5,5,5,5,4,2,2,2,2,1015,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,5,-1.52225398121682,6,7,0.959116925592805,1,0,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,3,8,5.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,39,1,2.7,2.15274,2.15274,20,1.5,2.5,2,2,2,3,4,3,3,4,3,3,3,2,3,2,3,5,5,5,5,5,NA,5,5,4,4,5,2,3,3,1,1016,2,5,1,2,"Latino Off-Campus Working","FASt_12plus"
1,5,-1.52225398121682,7,6,-0.0408830744071951,1,0,0,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,4,-0.1,0.9,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,5,NA,NA,5,5,4,NA,4,4,5,4,2,2,3,3,1017,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.52225398121682,6,8,1.9591169255928,1,0,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,12,0.7,1.7,4,4,4,4,3,3,3,3,2,3,2,3,2,4,4,4,3,3,4,4,4,6,6,6,5,6,2,2,4,2,1018,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,3,0.68265306122449,6,23,12.8078,2,3,0.4952,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,20,1.5,2.5,2,2,2,3,3,3,3,3,2,4,3,2,2,3,2,6,5,6,5,NA,6,5,5,6,6,6,3,2,1,2,1019,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,1,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-3,-0.8,0.2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,5,4,4,4,4,4,7,7,7,7,7,3,1,2,2,1020,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,-11,-1.6,-0.6,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,5,4,NA,4,4,4,7,6,7,6,7,2,1,2,2,1021,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,NA,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,11,0,-0.1,-0.647260000000004,0,0,-0.5,0.5,3,3,3,3,3,2,4,3,3,2,2,3,3,2,2,3,3,NA,4,3,4,5,4,4,4,4,2,3,1,2,1022,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,1,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,70,1,5.8,5.25274,5.25274,1,-0.4,0.6,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,4,4,4,4,4,2,4,2,2,1023,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.522253981216823,7,5,-1.0408830744072,0,1,1,4,-0.498266367530084,4,1.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,-8,-1.3,-0.3,NA,3,3,3,3,2,2,3,4,3,4,4,4,2,2,NA,4,4,4,NA,4,5,5,5,5,5,4,2,2,1,1024,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,8,1.47774601878318,7,5,-1.0408830744072,0,0,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,3,8,5.4952,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,10,0.5,1.5,3,3,NA,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,4,3,4,4,4,2,2,1,1,1025,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,1,0,-1.1,-1.64726,0,10,0.5,1.5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,5,6,5,5,5,2,3,2,3,1026,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,6,6,-0.0408830744071951,0,0,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,20,1.5,2.5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,3,1,1027,0,2,1,1,"Latina Commuter Caretaker","non_DE"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"","Off-campus (rent/apartment)","Female",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,23,1.8,2.8,1,2,2,2,2,2,2,3,1,3,2,3,2,3,3,3,4,3,4,3,5,6,6,6,6,6,2,1,3,2,1028,2,6,1,7,"White Off-Campus Working","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",1,0.7598,42,1,3,2.45274,2.45274,12,0.7,1.7,2,2,2,3,3,3,3,3,2,1,2,2,2,2,2,4,4,5,4,5,3,6,6,6,6,6,2,3,2,2,1029,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.522253981216823,6,5,-1.0408830744072,0,0,0,3,-1.49826636753008,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,25,2,3,2,2,NA,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,NA,5,5,5,5,2,1,2,3,1030,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,6,-0.522253981216823,6,8,1.9591169255928,0,0,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,17,1.2,2.2,3,2,3,2,2,3,2,2,2,1,2,1,1,3,3,5,NA,4,4,4,5,4,5,4,5,4,2,1,2,2,1031,2,5,1,2,"Latino Off-Campus Working","FASt_12plus"
1,8,1.47774601878318,7,8,1.9591169255928,0,0,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,7,0,-0.5,-1.04726,0,15,1,2,3,3,2,2,3,3,3,3,2,1,1,2,1,2,2,NA,5,5,5,5,5,4,4,4,4,4,3,1,3,1,1032,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,NA,NA,6,7,0.959116925592805,0,0,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,1,"White","With family (commuting)","Male",1,0.7598,27,1,1.5,0.952739999999996,0.952739999999996,22,1.7,2.7,2,2,2,3,2,3,2,3,3,3,2,3,2,3,3,4,4,4,4,4,4,5,5,5,5,5,3,3,2,3,1033,2,4,1,11,"White Rural First-Gen","FASt_12plus"
1,7,0.477746018783177,7,7,0.959116925592805,0,1,1,NA,NA,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,-5,-1,0,3,3,3,3,4,3,3,3,2,2,2,2,3,3,2,6,6,5,6,5,6,6,6,5,5,5,2,3,2,2,1034,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,3,8,5.4952,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-5,-1,0,NA,4,4,2,3,2,3,2,3,3,2,3,3,4,4,3,3,3,3,3,3,6,6,6,6,6,3,2,3,2,1035,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,8,1.47774601878318,7,5,-1.0408830744072,0,1,1,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Asian","With family (commuting)","Female",0,-0.2402,40,1,2.8,2.25274,2.25274,8,0.3,1.3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,4,4,4,4,3,6,6,6,6,6,2,2,1,2,1036,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,6,7,0.959116925592805,1,NA,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,-12,-1.7,-0.7,3,3,3,3,3,3,4,3,3,3,3,2,3,2,2,4,3,4,3,4,4,4,4,NA,5,5,3,2,1,2,1037,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,7,28,25.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,77,1,6.5,5.95274,5.95274,-8,-1.3,-0.3,3,4,4,3,4,3,3,4,3,3,3,3,3,3,3,5,NA,5,6,5,5,5,5,4,5,NA,3,3,2,1,1038,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2402,25,1,1.3,0.752739999999996,0.752739999999996,11,0.6,1.6,2,2,3,2,2,2,2,2,1,1,1,1,1,3,3,5,5,5,5,5,5,4,4,4,3,4,3,3,1,3,1039,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,8,1.47774601878318,7,7,0.959116925592805,1,0,0,7,2.50173363246992,2,-0.31734693877551,8,35,24.8078,6,23,20.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,16,1.1,2.1,2,1,2,3,4,2,3,3,2,4,2,2,2,3,3,5,4,5,5,NA,5,4,4,4,4,5,2,2,3,2,1040,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,1,"White","Off-campus (rent/apartment)","Male",0,-0.2402,35,1,2.3,1.75274,1.75274,29,2.4,3.4,3,2,3,3,2,2,2,3,2,2,2,2,2,3,3,4,4,4,4,4,4,3,3,3,2,3,2,1,2,2,1041,2,7,1,13,"White Working-Class Striver","FASt_12plus"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,6,1.50173363246992,3,0.68265306122449,4,13,2.8078,2,3,0.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,8,0.3,1.3,2,3,3,2,2,3,2,3,2,2,2,2,2,3,3,NA,3,3,3,3,3,5,5,5,5,5,3,2,3,3,1042,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
